Mes,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,Escolaridad,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,21:30:00,ALAMOS SUR E-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,37,MASCULINO,CASADO,SUPERIOR,CAMPERO,SUZUKI,GRAND VITARA,2016,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,11:00:00,RAFAEL ESCAMILLA E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,MASCULINO,CASADO,TECNOLOGO,CAMIONETA,MAZDA,B 2000,1987,ROJO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,16:30:00,GRAN GRANADA E-10,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,27,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2016,GRIS,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,23:30:00,LA PAMPA II E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,NISSAN,TL 720TA,1993,BEIGE,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:20:00,EL EJIDO E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,26,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,CHEVROLET,SPARK GO,2008,ROJO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,18:53:00,MILENTA E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,57,MASCULINO,UNION LIBRE,PRIMARIA,CAMIONETA,FORD,F 150,1995,VERDE,1
Mar,GUAJIRA,MAICAO,Viernes,14:00:00,VILLAMAICAO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,43,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,GREAT WALL,WINGLE 5,2016,BLANCO,1
Mar,GUAJIRA,MAICAO,Viernes,19:30:00,SAN MARTIN,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,26,FEMENINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,BURBUJA ESTANDAR,1993,BLANCO,1
Mar,META,VILLAVICENCIO (CT),Viernes,7:00:00,SAN CARLOS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,FEMENINO,UNION LIBRE,SECUNDARIA,CAMIONETA,TOYOTA,FORTUNER,2014,BLANCO,1
Mar,NORTE DE SANTANDER,CÚCUTA (CT),Viernes,22:00:00,BARRIO CALLEJON,URBANA,PARQUEADERO,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,CONDUCTOR TAXI,77,MASCULINO,UNION LIBRE,PRIMARIA,CAMION,CHEVROLET,NPR TURBO,2010,GRIS,1
Mar,VALLE,CALI (CT),Viernes,12:00:00,MARROQUIN I E14,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1992,AZUL,1
Mar,VALLE,CALI (CT),Viernes,18:30:00,LA NUEVA BASE E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,FORD,FESTIVA CASUAL,NO REPORTA,VERDE,1
Mar,VALLE,CALI (CT),Viernes,12:30:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,3,2015,PLATA,1
Mar,VALLE,CALI (CT),Viernes,12:48:00,COMPARTIR E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,CASADO,TECNICO,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2009,BLANCO,1
Mar,VALLE,PALMIRA,Viernes,9:03:00,COLOMBINA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,71,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,LINEA STANDARD,1986,NEGRO,1
Mar,ANTIOQUIA,DON MATÍAS,Sábado,18:15:00,LA CORREA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,38,MASCULINO,UNION LIBRE,PRIMARIA,AUTOMOVIL,TOYOTA,HILUX,1993,AZUL,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Sábado,21:00:00,LA LADERA C-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,FIAT,PALIO FIRE,2005,ROJO,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Sábado,17:00:00,SAN JOAQUIN C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,61,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,STEPWAY,2012,GRIS,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Sábado,6:20:00,CASTILLA C-5,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,323 NB,1985,VERDE,1
Mar,ARAUCA,TAME,Sábado,8:00:00,VEREDA FLOR AMARILLO,RURAL,FINCAS Y SIMILARES,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,37,MASCULINO,SOLTERO,PRIMARIA,AUTOMOVIL,FOTON,OLIN BJ1043V8JE6-D,2010,BLANCO,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Sábado,22:00:00,EL CAMPITO,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPRINT,1996,VERDE,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Sábado,2:00:00,LA SIERRA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,CONDUCTOR VEHICULO,57,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323 NB,1992,STRATO,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Sábado,13:40:00,CIUDAD JARDIN,URBANA,VIAS PUBLICAS,CONTUNDENTES,A PIE,A PIE,52,FEMENINO,CASADO,PRIMARIA,AUTOMOVIL,CHEVROLET,SWIFT,1997,VERDE,1
Mar,CAUCA,POPAYÁN (CT),Sábado,13:00:00,MODELO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,FEMENINO,SOLTERO,SUPERIOR,CAMPERO,MITSUBISHI,MONTERO V 12,1995,PERLA,1
Mar,CAUCA,POPAYÁN (CT),Sábado,16:30:00,CENTRO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,PASAJERO MOTOCICLETA,A PIE,36,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,RENAULT,LOGAN PH1,2009,ROJO,1
Mar,CESAR,VALLEDUPAR (CT),Sábado,7:05:00,SAN CARLOS,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,45,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,MAZDA,ALLEGRO,2005,PLATEADO,1
Mar,CHOCÓ,EL CARMEN DE ATRATO,Sábado,5:30:00,VILLA MERCED,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,18,MASCULINO,SOLTERO,PRIMARIA,CAMION,JMC,LINEA STANDARD,2009,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,20:30:00,CANDELARIA LA NUEVA I SECTOR E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,UNION LIBRE,PRIMARIA,AUTOMOVIL,CHEVROLET,SWIFT,1992,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,17:00:00,HIPOTECHO OCCIDENTAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2016,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:30:00,TECHO  E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,20,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,MAZDA,B22CS7,2010,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,16:30:00,GARCES NAVAS E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,UNION LIBRE,TECNOLOGO,AUTOMOVIL,CHEVROLET,SAIL,2015,GRIS,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,23:30:00,QUIROGA IHS ETAPA E-18,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,KIA,PICANTO EKOTAXI + LX,2017,AMARILLO,1
Mar,GUAJIRA,MAICAO,Sábado,0:45:00,BOSQUE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,34,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,ACCENT L,1998,ROJO,1
Mar,GUAJIRA,RIOHACHA (CT),Sábado,3:00:00,LA LOMA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,UNION LIBRE,SUPERIOR,AUTOMOVIL,MAZDA,626 L,1993,SILICE,1
Mar,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,3:00:00,BARRIO SIGLO XXI,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,NR,A PIE,45,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,MAZDA,626,2010,VERDE,1
Mar,SANTANDER,BARRANCABERMEJA,Sábado,0:15:00,ALTOS DEL CAMPESTRE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,30,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,HYUNDAI,LINEA STANDARD,2015,NO REPORTA,1
Mar,VALLE,CALI (CT),Sábado,10:00:00,MORICHAL DE COMFANDI E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,45,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK GO,2008,NEGRO,1
Mar,VALLE,CALI (CT),Sábado,2:00:00,EL PEÑON E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,19,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2013,GRIS,1
Mar,VALLE,CALI (CT),Sábado,10:30:00,SAN JOAQUIN E17,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,30,FEMENINO,UNION LIBRE,SECUNDARIA,CAMIONETA,TOYOTA,PRADO SUMO,2007,VERDE,1
Mar,VALLE,CALI (CT),Sábado,11:15:00,CIUDAD UNIVERSITARIA E17,URBANA,UNIVERSIDADES,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,UNION LIBRE,SUPERIOR,AUTOMOVIL,MAZDA,3,2016,ROJO,1
Mar,VALLE,CALI (CT),Sábado,1:15:00,PORVENIR E4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,48,MASCULINO,DIVORCIADO,SECUNDARIA,AUTOMOVIL,DAEWOO,DAMAS STD,1997,BLANCO,1
Mar,ANTIOQUIA,ENVIGADO,Domingo,0:00:00,LAS FLORES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,CORSA,1997,VERDE,1
Mar,ANTIOQUIA,ENVIGADO,Domingo,3:00:00,LOMA DEL ESCOBERO,URBANA,CASAS DE HABITACION,CONTUNDENTES,A PIE,CONDUCTOR VEHICULO,31,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,SANDERO,2014,GRIS,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Domingo,19:20:00,GUAYABAL C-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,ASTRA,SIN LINEA,1994,GRIS,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Domingo,2:10:00,AGUAS FRIAS C-16,RURAL,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,44,MASCULINO,CASADO,PRIMARIA,AUTOMOVIL,HYUNDAI,LINEA STANDARD,2013,GRIS,1
Mar,BOYACÁ,PUERTO BOYACÁ,Domingo,12:30:00,RIO CLARO,RURAL,TRAMO DE VIA,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,PRIMARIA,TRACTO_CAMION,KENWORTH,T800,2013,AMARILLO,1
Mar,CAUCA,POPAYÁN (CT),Domingo,6:00:00,JOSE MARIA OBANDO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,36,FEMENINO,VIUDO,PRIMARIA,CAMIONETA,CHEVROLET,LUV,1996,VERDE,1
Mar,CESAR,VALLEDUPAR (CT),Domingo,5:30:00,12 DE OCTUBRE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,22,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,1999,GRIS,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:00:00,EL CORTIJO E-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,19,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2015,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:00:00,LAS MARGARITAS E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,18,MASCULINO,SOLTERO,PRIMARIA,CAMIONETA,MAZDA,BT 50,2011,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,0:00:00,PARIS GAITAN E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,CONDUCTOR VEHICULO,A PIE,22,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,SKODA,LINEA STANDARD,1994,NO REPORTA,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,19:30:00,LAS MERCEDES E-4,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,HYUNDAI,TUCSON,2013,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:30:00,MANDALAY I ETAPA E-8,URBANA,GARAJE,ARMA DE FUEGO,A PIE,A PIE,23,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,KIA,CERATO,2010,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,21:15:00,MORALIA II E-8,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,LINEA STANDARD,2016,ROJO,1
Mar,CUNDINAMARCA,FUSAGASUGÁ,Domingo,8:00:00,TIERRA NEGRA,RURAL,CARRETERA,ARMA DE FUEGO,CONDUCTOR VEHICULO,CONDUCTOR VEHICULO,53,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LINEA STANDARD,2010,BLANCO,1
Mar,GUAJIRA,RIOHACHA (CT),Domingo,0:00:00,ENTRERIOS,URBANA,PARQUES,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,FOUR RUNNER,2006,BEIGE,1
Mar,MAGDALENA,SANTA MARTA (CT),Domingo,8:00:00,GAIRA TRADICIONAL,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,MAZDA,B 2200,1995,BLANCO,1
Mar,VALLE,CALI (CT),Domingo,0:00:00,LA BASE E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,I10GL,2013,PLATA,1
Mar,VALLE,CALI (CT),Domingo,14:00:00,INDUSTRIAL E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,MASCULINO,SOLTERO,SECUNDARIA,CAMION,CHEVROLET,NHR TURBO,1993,BLANCO,1
Mar,VALLE,CALI (CT),Domingo,19:30:00,SIETE DE AGOSTO E7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,DAEWOO,CIELO,NO REPORTA,ROJO,1
Mar,VALLE,CALI (CT),Domingo,9:00:00,LOS ALCAZARES E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,FORD,FESTIVA,1998,VERDE,1
Mar,VALLE,SEVILLA,Domingo,5:00:00,LOS ALPES,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,24,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,TOYOTA,LAND CRUISER FJ 75,1980,ROJO,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Lunes,16:00:00,ALEJANDRO ECHAVARRIA  C-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,37,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,CLIO EXPRESSION,2008,GRIS,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Lunes,12:44:00,CAMPO VALDES 1  C-4,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,47,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,FORD,FIESTA,2012,PLATA,1
Mar,ARAUCA,SARAVENA,Lunes,16:30:00,VEREDA ESMERALDA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,35,FEMENINO,SOLTERO,SECUNDARIA,BUS,HINO,LINEA STANDARD,2017,BLANCO,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Lunes,20:30:00,VILLA SAN PABLO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,52,MASCULINO,CASADO,SECUNDARIA,TAXI,HYUNDAI,ATOS PRIME GL,2010,AMARILLO,1
Mar,CAUCA,POPAYÁN (CT),Lunes,23:00:00,JUNIN,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,44,MASCULINO,UNION LIBRE,SECUNDARIA,BUS EJECUTIVO,DFM,EQ6360LF,2014,BLANCO,1
Mar,CAUCA,SANTANDER DE QUILICHAO,Lunes,20:30:00,LA SAMARIA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,PASAJERO VEHICULO,CONDUCTOR VEHICULO,40,MASCULINO,UNION LIBRE,SECUNDARIA,CAMION,FOTON,FT900,2016,ROJO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,0:00:00,TIMIZA CÉLULA A LOTE RA-2 E-8,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,27,MASCULINO,SOLTERO,SECUNDARIA,VEHICULO-PANEL,CHEVROLET,LINEA STANDARD,2010,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,21:00:00,VISION DE COLOMBIA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,MAZDA,LINEA STANDARD,1990,GRIS,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,16:00:00,LA VICTORIA E-4,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,CHEVROLET,NHR,2012,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,23:00:00,ROMA  E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1993,ROJO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,10:45:00,VILLA MAYOR LA NUEVA E-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,62,MASCULINO,CASADO,PRIMARIA,CAMIONETA,CHEVROLET,LINEA STANDARD,1998,VERDE,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Lunes,14:20:00,EL RECUERDO E-13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,27,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,LINEA STANDARD,2013,GRIS,1
Mar,SANTANDER,BUCARAMANGA (CT),Lunes,7:00:00,COMUNEROS,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,MASCULINO,DIVORCIADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK GT,2004,BLANCO,1
Mar,VALLE,CALI (CT),Lunes,9:00:00,CGTO LA LEONERA E1,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,35,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,LINEA STANDARD,1987,NO REPORTA,1
Mar,VALLE,CALI (CT),Lunes,9:00:00,LA FLORA E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,UNION LIBRE,SUPERIOR,CAMIONETA,MAZDA,BT 50,2014,BLANCO,1
Mar,VALLE,CALI (CT),Lunes,6:30:00,BRISAS DE LOS ALAMOS E2,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,29,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK GT,2014,BLANCO,1
Mar,VALLE,CALI (CT),Lunes,6:50:00,MIRAFLORES E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO EX,2015,NEGRO,1
Mar,ANTIOQUIA,COPACABANA,Martes,1:00:00,SIMON BOLIVAR,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,57,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R 9 BRIO,1993,ROJO,1
Mar,ANTIOQUIA,MEDELLÍN (CT),Martes,11:00:00,CALLE NUEVA C-10,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,UNION LIBRE,SECUNDARIA,CAMPERO,CHEVROLET,SAMURAI,1994,ROJO,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Martes,15:00:00,GRANADILLO,URBANA,LAVA-AUTOS,SIN EMPLEO DE ARMAS,A PIE,A PIE,52,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,PRADO TX-L,2012,NEGRO,1
Mar,ATLÁNTICO,BARRANQUILLA (CT),Martes,5:30:00,SAN FELIPE,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,48,MASCULINO,CASADO,SECUNDARIA,MICROBUS,HYUNDAI,H1,2015,BLANCO,1
Mar,CAUCA,GUACHENÉ,Martes,15:30:00,VDA CAMPO LLANITO,RURAL,CARRETERA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,47,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,NISSAN,SIN LINEA,2008,ROJO,1
Mar,CAUCA,POPAYÁN (CT),Martes,23:50:00,VALLE DEL ORTIGAL,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,34,FEMENINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LV150,2003,PLATA,1
Mar,CAUCA,PURACÉ,Martes,8:00:00,CASERIO CANDELARIA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,37,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,TOYOTA,HILUX,2010,BLANCO,1
Mar,CESAR,EL COPEY,Martes,10:00:00,VEREDA,RURAL,CARRETERA,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,39,MASCULINO,SOLTERO,SECUNDARIA,TRACTO_CAMION,KENWORTH,T800,NO REPORTA,VERDE,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,22:00:00,VILLA LUZ E-10,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,42,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,6S3NA6,2009,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,14:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,52,MASCULINO,CASADO,PRIMARIA,CAMIONETA,DODGE,LINEA STANDARD,1978,ROJO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,21:30:00,SANTA MATILDE I SECTOR E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,34,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,PRADO,2012,BLANCO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,18:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,SPARK,2015,NEGRO,1
Mar,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,23:00:00,PORVENIR LA CONCEPCIÓN E-7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2009,ROJO,1
