Mes,Departamento,Municipio,Día,Hora,Barrio,Zona,Clase de sitio,Arma empleada,Móvil Agresor,Móvil Victima,Edad,Sexo,Estado civil,Escolaridad,CLASE,MARCA,LINEA,MODELO,COLOR,Cantidad
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,10:30:00,RINCÓN DE VENECIA E-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,59,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,RENAULT,TWINGO AUTHENTIQUE,2007,AZUL,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Martes,21:40:00,TECHO  E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,50,MASCULINO,SEPARADO,PRIMARIA,CAMIONETA,TOYOTA,PRADO,2015,PLATA,1
Oct,NORTE DE SANTANDER,CÚCUTA (CT),Martes,5:00:00,BARRIO LOS MOTILONES,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,36,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,RENAULT,CLIO,2006,BEIGE,1
Oct,VALLE,CALI (CT),Martes,15:30:00,VALLE GRANDE E21,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,44,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1991,ROJO,1
Oct,VALLE,CALI (CT),Martes,17:30:00,MORICHAL DE COMFANDI E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,49,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,SANDERO,2013,GRIS,1
Oct,VALLE,CALI (CT),Martes,8:30:00,CIUDADELA FLORALIA E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,35,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,GRAND I10,2013,PLATEADO,1
Oct,VALLE,CALI (CT),Martes,18:35:00,PANAMERICANO E10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,41,MASCULINO,DIVORCIADO,SUPERIOR,AUTOMOVIL,MAZDA,2,2017,NO REPORTA,1
Oct,ANTIOQUIA,ITAGUI,Miércoles,14:45:00,ZONA INDUSTRIAL #2,URBANA,FRENTE EMPRESA - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,51,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323 HE,NO REPORTA,BLANCO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Miércoles,22:00:00,BELENCITO C-13,URBANA,CONJUNTO RESIDENCIAL,SIN EMPLEO DE ARMAS,A PIE,A PIE,28,FEMENINO,SOLTERO,TECNOLOGO,AUTOMOVIL,CHEVROLET,SAIL,2013,NEGRO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Miércoles,8:20:00,CAMPO AMOR C-15,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,41,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,HYUNDAI,GRAND I10,2012,BLANCO,1
Oct,ATLÁNTICO,BARRANQUILLA (CT),Miércoles,2:00:00,MODELO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,54,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,MAZDA,323 NS,1989,SILICE,1
Oct,CAUCA,POPAYÁN (CT),Miércoles,23:30:00,LA FLORIDA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,MAZDA,B 2000 PE,NO REPORTA,PLATA,1
Oct,CAUCA,TIMBÍO,Miércoles,1:00:00,VDA EL ENCENILLO,RURAL,GARAJE,LLAVE MAESTRA,PASAJERO MOTOCICLETA,A PIE,30,MASCULINO,UNION LIBRE,SECUNDARIA,CAMPERO,NISSAN PATROL,KLG-60,1982,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,21:00:00,LA VICTORIA E-4,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,PASAJERO TAXI,CONDUCTOR TAXI,39,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,HYUNDAI,ATOS PRIME GL,2009,AMARILLO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,19:00:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,50,FEMENINO,VIUDO,SECUNDARIA,CAMIONETA,RENAULT,DUSTER EXPRESSION,2015,NEGRO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,22:30:00,URB. COMPARTIR E-11,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,43,FEMENINO,CASADO,SUPERIOR,CAMIONETA,MAZDA,BT 50,2012,GRIS,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,2:00:00,MARIA PAZ E-8,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,A PIE,45,MASCULINO,SOLTERO,TECNICO,CAMIONETA,CHEVROLET,NHR,2010,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,14:30:00,URB. LA ALQUERÍA E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,51,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SAIL,2013,PLATA,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,3:15:00,URB. LA COLINA CAMPESTRE I SECTOR E-11,URBANA,FRENTE A EDIFICIO - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,29,FEMENINO,SOLTERO,SUPERIOR,AUTOMOVIL,HYUNDAI,I10GL,2012,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Miércoles,13:10:00,MODELIA E-9,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,CASADO,SUPERIOR,CAMIONETA,MAZDA,BT 50,2011,VERDE,1
Oct,NARIÑO,IPIALES,Miércoles,4:00:00,BALCONES DE LA FRONTERA,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,61,FEMENINO,SOLTERO,PRIMARIA,AUTOMOVIL,CHEVROLET,CORSA GL,1997,VERDE,1
Oct,VALLE,CALI (CT),Miércoles,10:00:00,JORGE ELIECER GAITAN E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,CHEVROLET,AVEO,2010,BEIGE,1
Oct,VALLE,CALI (CT),Miércoles,14:00:00,ALAMEDA E9,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,55,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,KIA,NEW SPORTAGE,2018,BLANCO,1
Oct,VALLE,CALI (CT),Miércoles,17:00:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1992,BLANCO,1
Oct,VALLE,CALI (CT),Miércoles,22:30:00,SAN CAYETANO E3,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,CASADO,SUPERIOR,CAMIONETA,CHEVROLET,TRACKER,2017,BLANCO,1
Oct,VALLE,CALI (CT),Miércoles,11:40:00,CALYPSO E13,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO,2015,BLANCO,1
Oct,VALLE,CALI (CT),Miércoles,19:20:00,ALAMEDA E9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,53,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,AUDI,Q5,2014,BLANCO,1
Oct,VALLE,CALI (CT),Miércoles,17:40:00,EL GRAN LIMONAR - CATAYA E17,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,46,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,BMW,X1 xDRIVE20I,2015,PLATA,1
Oct,ANTIOQUIA,BELLO,Jueves,19:15:00,LA CABAÑA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,20,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,RENAULT,SANDERO,2015,GRIS,1
Oct,ANTIOQUIA,BELLO,Jueves,5:45:00,PARIS CENTRAL,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,30,FEMENINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,3,2009,BLANCO,1
Oct,ANTIOQUIA,GIRARDOTA,Jueves,5:30:00,SAN JOSE,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,2,NO REPORTA,BLANCO,1
Oct,ATLÁNTICO,BARRANQUILLA (CT),Jueves,1:30:00,VILLA CAROLINA,URBANA,FRENTE A RESIDENCIAS - VIA PUBLICA,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,42,MASCULINO,CASADO,SUPERIOR,CAMPERO,TOYOTA,LAND CRUISER,1994,GRIS,1
Oct,ATLÁNTICO,SOLEDAD,Jueves,2:00:00,LAS GAVIOTAS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,MAZDA,323 HB,1994,BLANCO,1
Oct,CAUCA,PURACÉ,Jueves,21:00:00,C/MIENTO PATICO,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,41,MASCULINO,CASADO,PRIMARIA,CAMION,JAC,HFC1063K,2012,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,22:00:00,URB. CARABELAS E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,55,MASCULINO,CASADO,PRIMARIA,CAMPERO,TOYOTA,PRADO,2012,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,19:30:00,RESTREPO E-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,22,MASCULINO,SOLTERO,TECNICO,AUTOMOVIL,VOLKSWAGEN,-,2006,GRIS,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,21:30:00,CANDELARIA III-IV E-19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,41,MASCULINO,SEPARADO,SECUNDARIA,AUTOMOVIL,MAZDA,323 HEI,1998,STRATO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,16:00:00,DINDALITO E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,30,MASCULINO,UNION LIBRE,SECUNDARIA,CAMPERO,FORD,EXPLORER XL,1998,NEGRO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,18:45:00,CIUDADELA CAFAM E-11,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,52,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,LUV D MAX,NO REPORTA,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,11:10:00,CARVAJAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,32,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2016,GRIS,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Jueves,16:05:00,CARVAJAL E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,KIA,RIO UB EX,2015,PLATA,1
Oct,NORTE DE SANTANDER,CÚCUTA (CT),Jueves,10:00:00,BARRIO EL PROGRESO,URBANA,OFICINAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,26,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,CHEVYTAXI,2016,AMARILLO,1
Oct,VALLE,CALI (CT),Jueves,12:30:00,SAN FERNANDO VIEJO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,21,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO,2017,GRIS,1
Oct,VALLE,CALI (CT),Jueves,16:40:00,BOLIVARIANO E4,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1997,VERDE,1
Oct,VALLE,PRADERA,Jueves,22:01:00,VIA PRADERA A PALMIRA,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,27,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,DIMAX,2006,BLANCO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Viernes,15:00:00,BELEN C-16,URBANA,FRENTE CENTRO COMERCIAL,ARMA BLANCA / CORTOPUNZANTE,A PIE,CONDUCTOR TAXI,62,MASCULINO,UNION LIBRE,SECUNDARIA,TAXI,HYUNDAI,ATOS PRIME GL,2007,AMARILLO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Viernes,1:00:00,PRADO C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,28,FEMENINO,SOLTERO,PRIMARIA,AUTOMOVIL,RENAULT,TWINGO,2016,GRIS,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Viernes,12:10:00,BELEN C-16,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,60,MASCULINO,CASADO,SUPERIOR,CAMIONETA,TOYOTA,LAND CRUISER,1998,AZUL,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Viernes,17:10:00,BUENOS AIRES  C-9,URBANA,FRENTE A EDIFICIO - VIA PUBLICA,ARMA DE FUEGO,A PIE,A PIE,35,FEMENINO,UNION LIBRE,TECNICO,AUTOMOVIL,RENAULT,SANDERO AUTHENTIQUE,2015,GRIS,1
Oct,CAUCA,POPAYÁN (CT),Viernes,9:00:00,BAJOS LOMAS DE GRANADA,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,51,FEMENINO,SOLTERO,SECUNDARIA,VEHICULO-PANEL,CHEVROLET,SPARK,2009,GRIS,1
Oct,CESAR,LA JAGUA DE IBIRICO,Viernes,4:00:00,LOS COMUNEROS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,38,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,BT 50,NO REPORTA,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,21:00:00,PATIO BONITO I E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,RENAULT,R9 GTS,1986,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,22:00:00,GILMAR E-11,URBANA,BAHIA,LLAVE MAESTRA,A PIE,A PIE,31,MASCULINO,SOLTERO,SECUNDARIA,CAMIONETA,MAZDA,B26DC9,2003,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,14:00:00,BOSQUE DE LOS COMUNEROS II ETAPA E-16,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,66,MASCULINO,SEPARADO,SUPERIOR,CAMPERO,TOYOTA,FZJ 73 LAND CRUISER,1993,AZUL,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,8:00:00,VILLA ALEMANA II SECTOR E-5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,47,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,R 18,1981,VERDE,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,15:00:00,RAFAEL NUNEZ E-13,URBANA,PARQUEADERO,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,SOLTERO,SUPERIOR,CAMIONETA,KIA,NEW SPORTAGE LX,2014,PLATA,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,23:30:00,BOTADERO DONA JUANA E-19,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,57,MASCULINO,CASADO,SECUNDARIA,TRACTO_CAMION,KENWORTH,T800,2011,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,23:30:00,KASANDRA E-9,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,CONDUCTOR VEHICULO,47,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,FORD,FIESTA,2011,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,20:10:00,GALAN E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,34,MASCULINO,SOLTERO,SUPERIOR,CAMPERO,MITSUBISHI,MONTERO V 13 VNA,2006,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Viernes,10:45:00,SALAZAR GOMEZ E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO LX,2012,ROJO,1
Oct,NARIÑO,SANDONÁ,Viernes,6:15:00,AVENIDA CENTENARIO,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,34,MASCULINO,UNION LIBRE,SUPERIOR,CAMIONETA,MITSUBISHI,MONTERO V 11 VNA,1998,STRATO,1
Oct,NARIÑO,TÚQUERRES,Viernes,10:30:00,CORREGIMIENTO LOS ARRAYANES,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,66,MASCULINO,SOLTERO,PRIMARIA,CAMIONETA,CHEVROLET,-,NO REPORTA,BLANCO,1
Oct,RISARALDA,DOSQUEBRADAS,Viernes,15:20:00,EL BOHIO,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,28,MASCULINO,CASADO,SUPERIOR,CAMIONETA,CHEVROLET,CAPTIVA SPORT,2011,NEGRO,1
Oct,VALLE,CALI (CT),Viernes,20:00:00,PRADOS DEL NORTE E2,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,MAZDA,323 HB,1993,PERLA,1
Oct,VALLE,CALI (CT),Viernes,21:30:00,CIUDAD CORDOBA E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,NISSAN,D22,2006,BLANCO,1
Oct,VALLE,CALI (CT),Viernes,18:40:00,EL TRONCAL E8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,70,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,MAZDA,323 NT,1994,AZUL,1
Oct,VALLE,CALI (CT),Viernes,6:45:00,LOS ANDES B - LA RIVERA E5,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,42,MASCULINO,UNION LIBRE,PRIMARIA,AUTOMOVIL,KIA,PICANTO EX,2013,GRIS,1
Oct,VALLE,YUMBO,Viernes,23:23:00,CGTO ACOPI E25,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,43,MASCULINO,CASADO,SECUNDARIA,CAMIONETA,SSANGYANG,SIN LINEA,2012,NEGRO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Sábado,4:00:00,PEDREGAL C-6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,23,FEMENINO,SOLTERO,TECNICO,AUTOMOVIL,SKODA,FELICIA,1997,ROJO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Sábado,20:40:00,SAN JOAQUIN C-11,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,28,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,RENAULT,STEPWAY,2013,GRIS,1
Oct,ATLÁNTICO,BARRANQUILLA (CT),Sábado,6:30:00,SAN ISIDRO,URBANA,COLEGIOS, ESCUELAS,LLAVE MAESTRA,A PIE,CONDUCTOR VEHICULO,48,MASCULINO,CASADO,SUPERIOR,VEHICULO-PANEL,MAZDA,1AAN6M,2008,PLATA,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,19:30:00,LA PRIMAVERA E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,CHEVROLET,SWIFT,1995,VERDE,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,18:00:00,VERAGUAS CENTRAL IV SECTOR E-16,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,25,MASCULINO,UNION LIBRE,TECNICO,AUTOMOVIL,KIA,PICANTO,2018,ROJO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,6:00:00,PINO ALTO E-11,URBANA,VIAS PUBLICAS,ESCOPOLAMINA,A PIE,A PIE,43,MASCULINO,SOLTERO,SUPERIOR,CAMPERO,NISSAN,X-TRAIL,2006,PLATA,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,12:00:00,TINTAL    E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,37,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPARK,2018,BLANCO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,14:30:00,GRAN GRANADA E-10,URBANA,FRENTE CONJUNTO - VIA PUBLICA,LLAVE MAESTRA,A PIE,A PIE,46,MASCULINO,UNION LIBRE,SUPERIOR,CAMIONETA,CHEVROLET,LUV TFR,2002,GRIS,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,7:30:00,7 DE AGOSTO E-12,URBANA,TALLERES MECANICA,SIN EMPLEO DE ARMAS,A PIE,A PIE,33,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,KIA,PICANTO,2016,GRIS,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Sábado,10:45:00,TECHO  E-8,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,56,MASCULINO,CASADO,SUPERIOR,AUTOMOVIL,MAZDA,323 SW,1993,VERDE,1
Oct,NARIÑO,IPIALES,Sábado,20:30:00,VDA SAGUARAN,RURAL,VIAS PUBLICAS,ARMA DE FUEGO,CONDUCTOR VEHICULO,PASAJERO VEHICULO,44,MASCULINO,DIVORCIADO,PRIMARIA,AUTOMOVIL,CHEVROLET,CHEVETTE,NO REPORTA,ROJO,1
Oct,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,7:00:00,URBANIZACION GARCIA HERREROS,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,CONDUCTOR VEHICULO,A PIE,19,MASCULINO,UNION LIBRE,SECUNDARIA,CAMIONETA,CHEVROLET,CAPTIVA,2008,MARRON,1
Oct,NORTE DE SANTANDER,CÚCUTA (CT),Sábado,13:30:00,BARRIO CECI,URBANA,VIAS PUBLICAS,SIN EMPLEO DE ARMAS,A PIE,A PIE,55,MASCULINO,SOLTERO,PRIMARIA,CAMIONETA,DODGE,D 100,2009,ROJO,1
Oct,VALLE,CALI (CT),Sábado,8:00:00,LAS CEIBAS E7,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,39,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,MAZDA,323,1989,SAFARI,1
Oct,VALLE,CALI (CT),Sábado,11:00:00,LOS GUADUALES E6,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,53,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SPRINT,1994,AZUL,1
Oct,VALLE,CALI (CT),Sábado,13:50:00,EL CEDRO E19,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,40,FEMENINO,DIVORCIADO,TECNICO,CAMIONETA,KIA,NEW SPORTAGE LX,2017,ROJO,1
Oct,VALLE,CALI (CT),Sábado,16:42:00,MORICHAL DE COMFANDI E15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,33,FEMENINO,CASADO,SECUNDARIA,AUTOMOVIL,KIA,CERATO PRO EX,2016,GRIS,1
Oct,ANTIOQUIA,BELLO,Domingo,21:30:00,LA CABAÑA,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,A PIE,48,FEMENINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,CHEVROLET,SONIC,2014,BLANCO,1
Oct,ANTIOQUIA,BELLO,Domingo,1:00:00,PARIS CENTRAL,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,30,MASCULINO,UNION LIBRE,SECUNDARIA,AUTOMOVIL,RENAULT,LOGAN,NO REPORTA,GRIS,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Domingo,20:30:00,BOSTON C-10,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO MOTOCICLETA,CONDUCTOR VEHICULO,30,MASCULINO,SOLTERO,SECUNDARIA,AUTOMOVIL,CHEVROLET,AVEO FAMILY,2009,BLANCO,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Domingo,21:30:00,CALAZANS C-12,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,A PIE,CONDUCTOR VEHICULO,28,MASCULINO,SOLTERO,SUPERIOR,AUTOMOVIL,HYUNDAI,I10 GL 1.1,2014,GRIS,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Domingo,13:30:00,EL RODEO C-15,URBANA,VIAS PUBLICAS,LLAVE MAESTRA,A PIE,A PIE,38,MASCULINO,CASADO,SECUNDARIA,AUTOMOVIL,CHEVROLET,SAIL,2014,GRIS,1
Oct,ANTIOQUIA,MEDELLÍN (CT),Domingo,3:30:00,BELENCITO C-13,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO TAXI,CONDUCTOR TAXI,60,MASCULINO,CASADO,PRIMARIA,TAXI,RENAULT,CLIO EXPRESS,2015,AMARILLO,1
Oct,CUNDINAMARCA,BOGOTÁ D.C. (CT),Domingo,20:00:00,LA CAMELIA E-16,URBANA,VIAS PUBLICAS,ARMA DE FUEGO,PASAJERO VEHICULO,A PIE,59,MASCULINO,CASADO,SUPERIOR,CAMIONETA,MITSUBISHI,L 200 2.5L,2013,BLANCO,1
